main_match_ratio,other_match_ratio,staple_match_ratio,missing_main_count,missing_other_count,missing_staple_count,calories,protein,fat,protein_ratio,fat_ratio,region_match,is_vegetarian_safe,low_calorie_penalty,preferred_main_overlap,disliked_main_overlap,within_cooking_time,label
0.0,0.0,1.0,0,1,0,86.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,2,6,0,482.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,4,0,180.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,5,0,235.8,0,0,0.0,0.0,0,1,1,0,1,0,0
0.0,0.5,0.0,0,1,0,10.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.4,0.0,0,3,0,25.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,69.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,135.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,34.5,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,22.1,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,69.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,1,2,0,259.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.25,0.0,0,3,0,330.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.25,0.0,1,3,1,721.2,0,0,0.0,0.0,0,1,1,0,1,0,0
0.0,0.0,1.0,0,2,0,232.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,1,3,0,402.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,4,0,308.0,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,0,3,0,41.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,7,0,321.4,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.0,1.0,0,2,0,232.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,1,3,0,402.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,1,7,0,321.4,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.0,1.0,1,4,0,308.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,4,0,810.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,2,0,232.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,1,3,0,402.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,1,7,0,321.4,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.0,1.0,1,4,0,308.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,4,0,810.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,0,0.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,41.4,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,3,141.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,73.5,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,158.4,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,7,0,1615.2,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,4,1,215.1,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,3,1,469.2,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,3,0,354.1,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,4,1,271.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,1,3004.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,1,394.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,62.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,196.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,774.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,1.0,0.0,1,0,0,24.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,0,1,0,65.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,0,1,1,174.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,1,2,0,248.8,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,80.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,1.0,0.0,1,0,0,24.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,0,1,1,174.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,1,2,0,248.8,0,0,0.0,0.0,0,1,1,1,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,527.1,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.25,0.0,0,3,0,238.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,472.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,1,2,1,472.7,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,136.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,1220.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,179.5,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,12,0,544.2,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,4,1,389.0,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,5,1,254.5,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,5,0,282.5,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,4,0,241.3,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,4,1,389.0,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,1,472.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,1220.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,136.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,1,2,1,472.7,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.0,1.0,0,2,0,35.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,0,2,0,212.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,1,0,401.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,8,0,411.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,2,1,0,192.7,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.16666666666666666,0.0,1,5,1,541.0,0,0,0.0,0.0,0,1,1,1,0,0,1
0.0,0.125,0.0,0,7,0,181.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.1111111111111111,0.0,0,8,1,559.1,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,87.2,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,2,1543.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.16666666666666666,0.0,1,5,0,275.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.125,0.0,0,7,1,374.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,3,0,420.8,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,2,1543.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,87.2,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.16666666666666666,0.0,1,5,0,275.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.125,0.0,0,7,1,374.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,3,0,420.8,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,2,1543.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,2,0,238.0,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,0,2,0,195.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,4,0,310.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,1,4,0,124.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,2,2,0,375.4,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,3,0,420.8,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,0,1,0,95.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,182.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,54.1,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,54.4,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,3,0,420.8,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,0.5,0,3,1,1543.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,0,817.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,1906.7,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.25,0.0,0,3,3,343.2,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,0.5,0,3,1,1543.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,0.5,0,3,1,1543.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,1,1,0,178.3,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.5,0.0,1,1,1,252.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,2,118.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,1,1,1,59.7,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.16666666666666666,0.0,0,5,1,278.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.2,0.0,0,4,0,32.0,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.16666666666666666,0.0,0,5,1,278.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.125,0.0,2,7,1,181.1,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.16666666666666666,0.0,0,5,1,278.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.2,0.0,0,4,1,353.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,1.0,0.0,0,0,0,2185.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,1.0,0.0,0,0,0,536.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,0,98.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,0,1,1,184.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,2,0,349.9,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.5,0.0,0,1,0,426.4,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.25,0.0,0,3,1,806.3,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.25,0.0,0,3,0,540.0,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.2,0.0,0,4,0,173.6,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.16666666666666666,0.0,0,5,0,533.9,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.5,0.0,0,1,0,426.4,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.25,0.0,0,3,1,806.3,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.25,0.0,0,3,0,540.0,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.2,0.0,0,4,0,173.6,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.16666666666666666,0.0,0,5,0,533.9,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.5,0.0,0,1,0,426.4,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.25,0.0,0,3,1,806.3,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.25,0.0,0,3,0,540.0,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.2,0.0,0,4,0,173.6,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.16666666666666666,0.0,0,5,0,533.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,1.0,1,2,0,436.4,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.2,1.0,0,4,0,87.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.1,1.0,1,9,0,762.5,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,7,0,118.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,5,0,260.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,4,0,1594.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,0,7,0,133.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,3,0,443.7,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,1,0,600.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,2,0,697.1,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,5,0,283.5,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,4,1,596.2,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,8,1,354.1,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,8,0,269.2,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,2,0,486.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,4,0,196.6,0,0,0.0,0.0,0,1,1,1,0,0,1
0.0,0.0,1.0,2,1,0,116.3,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.0,1.0,1,2,0,422.1,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,0.5,1,6,1,362.7,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.0,0.5,1,3,1,217.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,129.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,167.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,192.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,53.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,119.2,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,129.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,167.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,192.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,53.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,119.2,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,6,0,288.2,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,1,4,0,689.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,0.5,0,3,1,186.1,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,0,65.5,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,174.7,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,0,65.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,131.0,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,174.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,70.1,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.25,0.0,0,3,0,166.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.16666666666666666,0.0,1,5,2,395.1,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.125,0.0,0,7,0,435.8,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.1111111111111111,0.0,1,8,0,3205.1,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.1111111111111111,0.0,1,8,2,503.9,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.1,0.0,0,9,0,166.8,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,5,0,390.1,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,8,0,319.7,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,4,0,115.4,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,0,3,0,49.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.5,0.0,0.0,1,3,0,534.4,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.0,1.0,0,3,0,49.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,0,4,0,115.4,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,0.5,0,6,1,336.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,0.5,0,3,1,74.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,0.5,0,4,1,2154.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.16666666666666666,0.0,1,5,0,538.2,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.14285714285714285,0.0,0,6,1,690.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.125,0.0,1,7,2,1326.6,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,8,0,512.6,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,4,0,161.1,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,4,2,244.4,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,9,2,555.5,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,5,1,487.1,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,4,0,161.1,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,8,0,512.6,0,0,0.0,0.0,0,1,1,0,0,0,1
1.0,0.0,0.0,0,4,2,244.4,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,5,1,487.1,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,9,2,555.5,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,3,1,183.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,0,6,0,634.2,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,1.0,1,9,0,502.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,0.5,1,6,1,240.1,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,0.5,0,4,1,421.1,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,3,1,183.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,1,9,0,502.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.0,1.0,0,6,0,634.2,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,0.5,0,4,1,421.1,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.0,0.5,1,6,1,240.1,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,3,0,12.8,0,0,0.0,0.0,0,1,1,1,0,0,1
1.0,0.0,0.0,0,7,1,321.4,0,0,0.0,0.0,0,1,1,1,0,0,1
1.0,0.0,0.0,0,9,1,252.6,0,0,0.0,0.0,0,1,1,1,0,0,1
1.0,0.0,0.0,0,1,0,2422.8,0,0,0.0,0.0,0,1,1,1,0,0,0
1.0,0.0,0.0,0,3,0,165.0,0,0,0.0,0.0,0,1,1,1,0,0,0
0.0,0.5,0.0,0,1,0,75.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,172.3,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,155.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,1,732.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,1,2,0,643.0,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,4,0,819.4,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.14285714285714285,0.0,0,6,1,659.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.125,0.0,2,7,0,477.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.125,0.0,0,7,1,633.5,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.1,0.0,0,9,1,284.4,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,4,0,819.4,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.14285714285714285,0.0,0,6,1,659.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.125,0.0,2,7,0,477.7,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.125,0.0,0,7,1,633.5,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.1,0.0,0,9,1,284.4,0,0,0.0,0.0,0,1,1,0,0,0,0
1.0,0.0,0.0,0,4,0,819.4,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,1.0,0,1,0,750.4,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,1.0,1,1,0,267.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,1.0,0,2,0,138.0,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,1.0,1,2,0,445.3,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,1.0,0.0,0,0,2,84.9,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.6666666666666666,0.0,0,1,0,482.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,1,173.7,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,0,1,1,1038.9,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,1,149.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,0,437.8,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,0,1,0,65.5,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,482.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,169.4,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,109.7,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.5,0.0,0,1,0,437.8,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.5,0.0,0,1,0,65.5,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,0.0,0,2,0,482.6,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,110.8,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,0.3333333333333333,0.0,0,2,0,109.7,0,0,0.0,0.0,0,1,1,0,0,0,0
0.0,1.0,1.0,0,0,0,26.0,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,1.0,0,2,0,67.6,0,0,0.0,0.0,0,1,1,0,0,0,1
0.0,0.3333333333333333,1.0,0,2,0,204.8,0,0,0.0,0.0,0,1,1,0,0,0,0
